team,facebook_name,facebook_likes,facebook_talking_about_count,facebook_url,twitter_name,twitter_followers,twitter_friends,twitter_favs_count,twitter_statuses,twitter_url,instagram_name,instagram_profile_pic_url,instagram_media,instagram_followers,instagram_follows,instagram_url,hashtags
Cagliari Calcio,NaN,NaN,NaN,NaN,CagliariCalcio,341161.0,20.0,942.0,18061.0,https://www.cagliaricalcio.com/,cagliaricalcio,https://scontent-vie1-1.cdninstagram.com/vp/3555b1bec924c538c947809e402c3df2/5B64A8C4/t51.2885-19/s320x320/28763696_152159818806565_6798859897296388096_n.jpg,3299.0,128246.0,34.0,http://facebook.com/cagliaricalcio,#SardegnaArena #SerieATIM #forzaCasteddunnSegui/Follow #🔴🔵nnSegui/Follow #SerieATIMnnSegui/Follow #forzaCasteddu #⚽️ #Cigarini #CagliariUdinesen🔴🔵 #Ciga #LC8 #CagliariCalcionnSegui/Follow #CC1920 Sarritzu Barella Han Porru Dervishi Biancu Lykogiannis Cossu Asseminello Ladinetti Ceppitelli Tetteh Sau InterCagliari Canzi VAR CagliariCampione Kouadio Ceter Marongiu Camba forzaCasteddu Cigarini Daga SerieATIM Farias Doratiotto Lombardi GenoaCagliari Dessena VeronaCagliari Ciga Gagliano Deiola Padoin Cragno Mastromarino Porcheddu Ionita CagliariUdinese
Celta Vigo,NaN,NaN,NaN,NaN,RCCelta,384075.0,44.0,1006.0,26729.0,http://www.rccelta.es/index.php/es/,realclubcelta,https://scontent-vie1-1.cdninstagram.com/vp/6ead85ad918d73f06d6e45942be659b4/5B6D31E7/t51.2885-19/s320x320/28752485_1775699985825507_9199297276281880576_n.jpg,1959.0,115598.0,37.0,http://www.rccelta.es/,#sigamossoñando #elsargento #celtasevillafc #dontstopbelieving #aspasonfire #cabral200 #apolos3puntos #AspasOnFire #amadroa #leganéscelta #tucutucu #afouteza #halacelta #laliga DiaInternacionalDelBeso HalaCelta Balaídos Celta ACanteira TiempoExtraBinter forxandounsoño vamosmisevilla HugoMallo Reconquista2018 AMadroa CeltaSevillaFC CoruxoCeltaB SevillaFC VillarrealCelta Lobotka GatodeCatoira TodosABarreiro Cabral200 halacelta Cabral amadroa afouteza LeganésCelta GatoDeCatoira Escoitamos OrgullososDosNosos PepeNachoIsJazz Rusia2018 TaoGanaGotTalent Nolito DiaMundialAutismo partidoapartido AspasOnFire Reconquista LaLigaSantander leganesCelta LaligaSantander SemanaSanta RubénBlanco CeltaBarça LosLunesAlGOL LaLigaGenuine ConfuciooNolito PríncipeDasBateas CeltaIntegra CeltaMedia Sisto Radoja LaLiga Mazán Unzué FakeNews SangueCeleste Wass Iagol CeltaBPonferradina
Chelsea FC,NaN,NaN,NaN,NaN,ChelseaFC,11994530.0,265.0,14819.0,79973.0,http://www.chelseafc.com/,chelseafc,https://scontent-vie1-1.cdninstagram.com/vp/506aa2c949b7e72af0b4f4f1710175ba/5B6E2ED4/t51.2885-19/s150x150/23969435_131963557512763_3634251869603233792_n.jpg,4597.0,11305816.0,79.0,http://che.lc/GOTM0318,#CFC #Chelsea #PremierLeague LegendsReturn KTBFFH PL2 FridayFeeling CFC SOUCHE CFCDev believe CHEWHU ThrowbackThursday PL CFCU18 cfc CHESOU
Chievo Verona,NaN,NaN,NaN,NaN,ACChievoVerona,248507.0,186.0,131.0,19183.0,http://www.chievoverona.it/,acchievoverona,https://scontent-vie1-1.cdninstagram.com/vp/88d48973634fef147cb68b1af8cd4718/5B531662/t51.2885-19/s320x320/29087174_970489443113909_3310799295585714176_n.jpg,3040.0,37213.0,88.0,http://www.chievoverona.tv/,#calcio #avantitutta #maimollare #MatchDayn⚽️ #Bentegodin💛💙 #MaiMollare #seriea #SerieA #ChievoSummerCamp #campestivi #CrederciSempre #MiRitorniInMente #TantiAuguriCapitanou200b #credercisempre #Marann🗣 #femminile #forzachievo #ChievoVerona #SeDiciChievo #ForzaChievon#AvantiTutta #ChievoTorino #sedicichievo #ForzaChievo #campionato #tuttiperunounopertutti #gialloblù #chievoverona #Bentegodi #win #gol #ChievoTorinon🎙 #FimautoValpolicella #fiorentinawomensfc #Pellissier #ragazzi #ChievoTorinon🏆 #Chievo #ChievoTorino: #AvantiTutta Bani Maran DiBello Var MiRitorniInMente SanPaolo Vignato Cesar ChievoSassuolo FimautoValpolicella MondoChievo Sorrentino SeDiciChievo Giaccherini Meggiorini Napoli MediaDay ChievoSocialLive Pellissier Tomovic Veronello Gobbi BottagisioSportCenter Birsa Hetemaj Torino Bentegodi ScuolaCalcioDisabili NapoliChievo StellaFm BottagisioGirlsCup Cacciatore Rigoni SerieA Jaroszynski Tagliavento Sampdoria ChievoTorino seriea Stepinski SettoreGiovanile Castro ChievoVeronaGirlsCup ForzaChievo MatchDay famiglia Sassuolo ChievoNapoli Depaoli ChievoSamp Priore Primavera1Tim FelizCumpleanosPata Radovanovic ChievoSummerCamp gialloblù ChievoGenoa Mondonico Manganiello Gamberini ForzaRagazzi Dainelli ChievoVerona Inglese
Crystal Palace,NaN,NaN,NaN,NaN,CPFC,705446.0,421.0,1044.0,67844.0,NaN,cpfc,https://scontent-vie1-1.cdninstagram.com/vp/186037a7ffd4ca6a5d86cfe8404671bd/5B54D990/t51.2885-19/s320x320/24253795_407039939715219_2350418606468104192_n.jpg,2672.0,242659.0,106.0,https://youtu.be/SQ3IT1wDZrw,#CPFC #CRYBHA CRYBHA FIFA18 TBT PL GodIsGreat CB17 MondayMotivation CPFCU23 COYP CPFC PalaceforLife CPFCBHFC BOUCRY CPFCFamily CRYBRI
Deportivo La Coruña,NaN,NaN,NaN,NaN,RCDeportivo,325708.0,15.0,163.0,32266.0,https://www.rcdeportivo.es/,rcdeportivo,https://scontent-vie1-1.cdninstagram.com/vp/04d2d94c3aa116105ef2c7d6503af43b/5B5CDFBF/t51.2885-19/s320x320/19624234_122206701718483_7424442766089781248_a.jpg,2439.0,80870.0,6.0,http://rcdeportivo.es/,#DaleDÉ #AthleticDépor: #DALEDÉ #OsNosos #AthleticDépor #DÉPOR OsNosos Dépor Osnosos DÉPOR DaleNeno osnosos FARO Forza ANosaCanteira AbancaRiazor JugadorEstrellaGalicia DéporSevillaFC FogardoBreogán AtletiDépor ANOSAFORZA PORTO ForzaBreo ANOSACANTEIRA CorazónBranquiazul AthleticDépor DíaMundialAutismo FuerzaLassad MAR ABANCARIAZOR DéporCampus DéporMálaga anosacasa DEP LaLigaGenuine ANosaHistoria DALEDÉ asnosas SangueGalego AsNosas TorneoRealClubDeportivo DaleDÉ ANosaForza
Dijon FCO,NaN,NaN,NaN,NaN,DFCO_Officiel,83132.0,670.0,6329.0,25346.0,http://www.dfco.fr/,dfco_officiel,https://scontent-vie1-1.cdninstagram.com/vp/9e19578b7d87b6173bbd4c19a7411ce5/5B532ACD/t51.2885-19/10832125_699074013523138_2132569671_a.jpg,2182.0,21638.0,298.0,http://www.dfco.fr/une/,#Ligue1Conforama #FCNDFCO #nantes #ligue1conforama #Nantes #TeamDFCO #DFCO #Kwon #Sliti Batiment DFCO Yambéré Transmission CoachXeka Tavares Sochaux FCNDFCO U19Nationaux esport TFC D2F Varrault Foé Brazeyenplaine Marié TribuneSports DFCOSTORE Téfécé Rencontre Sliti futsal JEU printemps U19 Maetz OL Xeka Toulouse U10 TeamDFCO DFCOOL U19Nat Amalfitano OM Partage U17Nationaux EuropaLeague U17 TFCDFCO Tacalfred Ranieri Ronaldo Annecy JourDeFoot D1 FIFA18 DFCOOM Japon DiviaMobilités Kwon Diop Ligue1Conforama DFCOFéminin Philippoteaux TOP10 National3 OMRBL Carrefour Lautoa
EA Guingamp,NaN,NaN,NaN,NaN,EAGuingamp,250824.0,944.0,5064.0,18648.0,https://www.eaguingamp.com/,eaguingamp,https://scontent-vie1-1.cdninstagram.com/vp/44571ef4b30302f95a30b78e6a00e22d/5B736BE6/t51.2885-19/s320x320/26872513_174621919703909_8529063635421495296_n.jpg,766.0,25931.0,85.0,,#N3 #eagfcm #ligue1conforama #MHSCEA #Celtico #MHSCEAG #asseeag EAGESTAC EAGFCGB EspaceClubs ASSEEAG SupportersConfo Gambardella LOSCEAG EAG CARTONVERT Akademi baptiste OMRBL teamOM Résultats
Eintracht Frankfurt,NaN,NaN,NaN,NaN,Eintracht,455280.0,163.0,1132.0,28602.0,https://www.eintracht.de/,eintrachtfrankfurt,https://scontent-vie1-1.cdninstagram.com/vp/9a5ba83f26e18acd02b719c3b1886d63/5B5DF8FD/t51.2885-19/s150x150/18645427_1488102107927762_5277817570383101952_a.jpg,4232.0,139897.0,47.0,http://sge.de/maerz-energieleistung,#wendsdaymood #auswärts #Matchday #adlerträger #inEINTRACHT #ucof #eintrachtfrankfurt #sgetsg #marcofabian #spieltag #eintracht #rönnow #sge #b04sge #frankfurt #energieleistung #bundesliga Frauenpower SGE B04SGE Münster EURO2024 inEINTRACHT Infotweet Russ SVWSGE ThrowbackThursday Hasebe UnitedColorsOfFrankfurt UCOF HappyBirthday vielfalt SGETSG SGEfact MatchDay Kovac OnThisDay SGEtsg b04sge U17 unitedcolorsoffrankfurt MondayMotivaton Eintracht EintrachtFrankfurt Bobic
Empoli FC,NaN,NaN,NaN,NaN,EmpoliCalcio,136146.0,167.0,540.0,14710.0,http://www.empolifc.com/,empoli_fc_official,https://scontent-vie1-1.cdninstagram.com/vp/a2712403302e7e410ad4bc498cd2d1ff/5B64A289/t51.2885-19/923707_1436049893343555_1483239307_a.jpg,4409.0,35479.0,204.0,http://www.empolifc.com/,#SerieB#EMPPRVnOggi #EMPPRV #35 #perlempolicombatterem #Instaazzurri #matchday #empolifc1920#efc#empolifcofficialn#instaefc #ScuoladelTifo #StadioCastellani #Instaempoli #Empoli #EMPPRVnEMPOLI CesenaEmpoli SPEMP RedBullBBest Coverciano EmpoliForCharity SerieB SpeziaEmpoli Southampton BLOVE eSportsAcademyTrophy DiCarmine Spezia ScuoladelTifo WeekendLeague Cuoredelvolley EMPSAL EMPPRV LaSpezia FOGEMP EmpPrv Empoli ForzaPRO ForzaFoggia EmpoliFootballChannel Mondonico ProVercelli allenatori AnticipiePosticipi GiudiceSportivo Donnarumma SPEEMP
Espanyol Barcelona,NaN,NaN,NaN,NaN,RCDEspanyol,355074.0,87.0,1693.0,35881.0,https://www.rcdespanyol.com/,rcdespanyol,https://scontent-vie1-1.cdninstagram.com/vp/80923870a1119116e1a53e75caf926e0/5B51BDC7/t51.2885-19/11311602_937814242932551_1547376162_a.jpg,2478.0,89295.0,73.0,https://shop.rcdespanyol.com/ca/1108-samarretes-%C3%ADdols,#RCDEIDOLS #Stelvio #Naldo #RCDE #5 #ValenciaEspanyol? #Auto88 #QSF #4C #Giulia #Mestalla #ValenciaEspanyol #training #AlfaRomeo GetafeEspanyol RCDE EspanyolValencia 4C Auto8 PuraCañaña eterncapità RCDEIDOLS DiaMundialAutisme EspanyolLasPalmas Auto88 ValenciaEspanyol LaRoca testdrive Connectatalblau Giulia Colombia TalDíaComoHoy EspanyolAlaves LaLigaGenuine EspanyolAlavés Stelvio AlfaRomeo
Everton FC,NaN,NaN,NaN,NaN,Everton,1556784.0,268.0,2062.0,82449.0,http://www.evertonfc.com/,everton,https://scontent-vie1-1.cdninstagram.com/vp/3a7eeb5691ff48c6b71c4460b00703b1/5B632381/t51.2885-19/s320x320/24177863_1234135640019367_7391455798053830656_n.jpg,3025.0,604998.0,73.0,http://evertonfc.com/,#footballflag #efc #coyb #bafana #jft96 #lfc #UFCLiverpool #merseysideunited #ufc #tosunpasa #merseysidederby #hillsborough #tifo #96 #ynwa #liverpool #efcawayday #toffees #cenktosun #COYB #EFC #mollymccann #southafrica #nevermoresure #meatballmolly #NeverMoreSure #howardkendall #mma #premierleague #swaeve #goodisonpark #merseyside #bafanabafana #pienaar #everton EFC EFCU23 Tosunpaşa PLMoment EFCawayday EFCmatchday UFCLiverpool RayWilkins COYB TheMMAHour EITC PLAwards CWG2018 EVELIV win TheBeastFromTheEast EFCU18 NSNO LFC churchoffootball OnThisDay EFChome Swans Toffees GrandNational NeverMoreSure PL2 CT14 competition MCFC PL U17EURO
FC Augsburg,NaN,NaN,NaN,NaN,FCAugsburg,193799.0,215.0,7283.0,22085.0,http://www.fcaugsburg.de/,fcaugsburg1907,https://scontent-vie1-1.cdninstagram.com/vp/b999cc64d7c7ca0deff054a7f97a91fe/5B53422E/t51.2885-19/s320x320/12230796_730108927119803_1722654887_a.jpg,3026.0,65155.0,47.0,http://www.fcaugsburg.de/,#fcafamily #fcaugsburg1907 #family #mondaymood #FCAFCB #Janker #Gouweleeuw #relax #FCA1907 #focus #Moravek #FCA-Familie #FCA #fca1907 #fcaugsburg #FCASelfie #WOBFCA #WOBFCA: #glückwunsch Baum WWKARENA Robben InfoTweet FCA Infotweet TGIM U23 Pressekonferenz Baier Gouweleeuw ThrowbackThursday Kasperle Bundesliga Reinhardt VBL Koo Max FridayThe13th Kev Kacar WOBFCA Janker Richter Caiuby MatchDay BSCFCA Heynckes wobfca U17 Bundesligaspiel FCAFCB comeback nurderFCA FIFA18 Gregoritsch Khedira recovery Moravek B04FCA DFB Jupp VirtuelleBundesliga afa Schmid Aprilscherz
FC Barcelona,NaN,NaN,NaN,NaN,FCBarcelona,28873350.0,72.0,1277.0,94725.0,https://www.fcbarcelona.com/,fcbarcelona,https://scontent-vie1-1.cdninstagram.com/vp/765e6bfee4abe4858ba74451dd341fd7/5B66CBD0/t51.2885-19/s320x320/20902831_477206115986842_7005605501073358848_a.jpg,10636.0,56020910.0,45.0,http://www.fcbarcelona.com/,#Barça #football #futbol #BarçaValencian💙❤️ #Umtiti #orgullosodesercule #ForçaBarçan—n#FCBarcelona #CampNoun💪 #Repost #LaLiga #campnou #igersbarça #BarçaValencian⏰ #igersfcb #photos #Coutinho #BarçaFansn🙌 #igersBarça #fcbarcelona #Barcelona #suarez #Messi #BarçaValencia #BarçaValencian🔵🔴 #liga #ForçaBarçan🏟 #barça #ForçaBarça #forçabarça #Home #CampNou #igersFCB #soccer #HomeSweetHome ForçaBarça UltimateElClasico BarçaValencia BarçaMovistar BarçaLeganes FCBQuiz LaLiga BarçaLeganés Messi LaLigaHistory UCL BarçaRoma BarçaLegends RomaBarça
FC Crotone,NaN,NaN,NaN,NaN,FcCrotoneOff,20356.0,13.0,39.0,8979.0,https://www.fccrotone.it/,fccrotoneoff,https://scontent-vie1-1.cdninstagram.com/vp/5dede0397b28a45cd4477ec5085cc378/5B6733FB/t51.2885-19/s320x320/15876557_365213167173446_5341339470971011072_a.jpg,1754.0,46089.0,45.0,http://www.fccrotone.it/,#GenoaCrotonen📅 #PremiumSport #GenoaCrotone #SerieATimn🏟 #ForzaSquali #SerieATim #forzasquali #GenoaCrotone: ForzaSqualetti GenoaCrotone CrotoneSampdoria ciaodavide Under20 Under21 CrotoneRoma EzioScida CrotoneJuventus ForzaAhmad ForzaSqualette FIGC120 CrotoneSamp ForzaSquali FiorentinaCrotone VivoAzzurro CrotoneBologna TorinoCrotone SerieA
FC Ingolstadt 04,NaN,NaN,NaN,NaN,Schanzer,76162.0,397.0,9390.0,20214.0,https://www.fcingolstadt.de/home/,dieschanzer,https://scontent-vie1-1.cdninstagram.com/vp/1e92089a2c99d335dc9aeac1548e6157/5B66B778/t51.2885-19/20067181_246589162512501_3847787421538189312_a.jpg,2177.0,28165.0,118.0,http://www.fci.de/,#workhard #SchanzerHeimat #MATCHDAY #Schanzer #training #gemeinsam #noch5 #throwbackthursday #tbt #Mijatovic #AudiSportpark #Heimspiel #FCIDSC #FCIFCN #Jubiläum #SCHANZER #FCI #Heimat #Jeder1Teil #Wahl #Cohen #UnsereSchanz #Animal #Leitl #statisticmondaynUnser UnsereSchanz Vier Highlights Schanzer Träsch Leipertz Kutschke Ananou Pressekonferenz Sabbagh Hasenhüttl FCI Christiansen WAHL U13 Ehrenmann ANPFIFF Jeder1Teil FCIFCN BlickpunktSport Kurz Saibene fcipk HALBZEIT Schmidt Voith Schnatterer Training Ingolstadt Leitl Jungschanzer Pledl ENDSTAND Buntic Thalhammer gemeinsam infotweet Reislöhner DSCFCI YouMadeItHappen Hartmann Seligenporten Knaller U21 FCIDSC Mijatovic throwbackthursday Breitfeld Solheimcup2018 Neumann Schröck wasistdasnurfür1Liga2 Matchday FCUnterföhring MATCHDAY FCIFCBWM TVTipp AudiSportpark Suljic FCHFCI Wahl Alt Gaus Arena Matip RadioGalaxy Levels bereit
FC Lorient,NaN,NaN,NaN,NaN,FCLorient,259944.0,362.0,1518.0,23847.0,https://fclweb.fr/,fclorient,https://scontent-vie1-1.cdninstagram.com/vp/a1f73c8e9d2072fd87170cc250b826d6/5B75C745/t51.2885-19/11917737_1610559712528030_1499581598_a.jpg,2133.0,39740.0,91.0,http://fclweb.fr/,#MU95 #AllezLesMerlus FCLUSO AlerteSpectateurInatenttif labattledaucy LaBattleDaucy JourDeMatch Ligue2 KAPPA4FCL TeamFCL SM20 LaBattledaucy ObjectifL1 telefoot Lorient GameDay PoseTonMoreira PoseTonWissa FCL FCLPFC TFCFCL AllezLesMerlus TOURSFCL ToursFCL Battledaucy Passezalouest MU95 SocialZone KeepGoing
FC Metz,NaN,NaN,NaN,NaN,FCMetz,142332.0,414.0,1682.0,23427.0,http://www.fcmetz.com/,fcmetz,https://scontent-vie1-1.cdninstagram.com/vp/022adbb8d7b581d8784161f94e18ffd0/5B5F5605/t51.2885-19/13402272_1144358898918129_349863652_a.jpg,623.0,32668.0,169.0,http://www.fcmetz.com/,#Ligue1Conforama #Victoire #17 #PourLesPasDeLucas #GénérationGrenat #Sun #picoftheday #instagood #Horda #tbt #instalife #Hommage #Hantz #topplayer #FormationMessine #Grenat #Metz #FCMOL #Roux #Sakho #Training #instamoment #JourDeMatch #Dossevi #throwback #FCMetz #NeRienLâcher #SRFCFCM #Focus #Mollet Bahoken Goncalves SRFCFCM JourDeMatch BatsToiChampion Martin Hantz Dragonnes Martinez Memories FCMetz Roux Cohade CanapConfo ProgrammationTV RCSAFCM Poblete Rivierez National3 Messins Niane Diagne GrenatDuMois GenerationFoot Blayac Grenats AllezLesGrenats Discipline Pokeyland Rivière Kawashima ObjectifD1 JourDeFoot Ndour Riviere Selimovic Lienard ISSYFCM FCMOL
FC Nantes,NaN,NaN,NaN,NaN,FCNantes,493237.0,89.0,1210.0,22067.0,https://www.fcnantes.com/,fcnantes,https://scontent-vie1-1.cdninstagram.com/vp/93a75e492722a328a83ef6c179bfe164/5B662F71/t51.2885-19/s320x320/14359485_1564715720503206_293203840_a.jpg,2809.0,85579.0,50.0,https://www.fcnantes.com/articles/article2809.php?num=23023,#fcndfco #AllezFCNantesn👀👇 #AllezFCNantes 75ans 75ansFCN FCNSRFC FCNFCO FanZone FIFA18 concertation pronosFCN replayFCN EscortKid travelFCN FCNDFCO JeuConcours CoachCanari YelloPark ASMFCN FM18
FC Schalke 04,NaN,NaN,NaN,NaN,s04,723797.0,47.0,7096.0,45122.0,https://schalke04.de/,s04,https://scontent-vie1-1.cdninstagram.com/vp/da83e926c682d6ec2b52965c5ed79fe3/5B7107DC/t51.2885-19/11820676_869494906470964_1044824511_a.jpg,6669.0,455465.0,41.0,http://www.schalke04.de/,#ComeBackStronger #Dortmund #Derby #Kono #S04BVB #Countdown #Burgstaller #DerbyTime #Schalke04 #Derbytime #WirLebenDich #Raul #S04BVBnnn#Schalke #Revierderby #Hannover #Dortmundnn🔵⚪️🔵⚪️🔵⚪️🔵⚪️🔵⚪️ #Meyer #Schalke #OnThisDay #GetWellSoon #DERBY #S04 #Sané #ThrowbackThursday #Naldo #Nastasic s04 Wiemann InfoTweet Waldschmidt Holtby Teuchert GetWellSoon schmiede Schalke U23 Halbfinale Mercan Zahn Bundesliga Sane Yildiz Papadopoulos S04 Wolfsburg Arp Knäbel Burgstaller HSV U13 S04SCF Spieltach Frühling HappyBirthday GlückAuf MondayMotivation SCHALKE HSVS04 Goretzka Derby U19 Miftari Sané Stöger Embolo Ländermasters AUSWÄRTSSIEG Volksparkstadion Kutucu Steinmann Titz OnThisDay Nastasic Edu Tedesco Heiserholt U17 Vermant Kostic S04BVB Jatta TagDerGeschwister Matchday Krüger Ekdal MATCHDAY Oczipka Caligiuri Naldo Fährmann RWO FDS9 Siegen S04fanpics Revierderby Heck Heidel
Genoa CFC,NaN,NaN,NaN,NaN,GenoaCFC,300384.0,50.0,31.0,26290.0,NaN,genoacfcofficial,https://scontent-vie1-1.cdninstagram.com/vp/9ba342f34f27cfc4de5a390bfa62b2d7/5B6EFE40/t51.2885-19/s320x320/19955294_147642495790081_2003214193288806400_a.jpg,1242.0,99299.0,27.0,http://www.genoacfc.it/,#Sarzana #Gervasi #ForzaGenoa #GenoaChannel #SaròSempreConTe❤️💙 #GenoaCrotone #Genova #FieraPrimavera #CentroLuna #Migliore #GenoaValuesCup #Salcedo #SampdoriaGenoa #derby #Arenzano GenoaCrotone VillaRostan Rosi Preziosi Gervasi Bertolacci GenoaChannel GenoaValuesCup Izzo GenoaEsports SampdoriaGenoa Scarpi Genoa Under15 Galabinov Genova Lazovic Chiappino Migliore Zukanovic PiazzaGenoa Medeiros Rossi Derby ForzaGenoa Ferraris Massa derby Pruzzo settoregiovanile Maresca Crotone Irrati ElYamiq GenoaCagliari Taarabt Ballardini FieraPrimavera DavisCup CoppaDavis GenoaStore SerieATim Cofie Perin Veloso Sarzana Spolli Pandev Pistoia scudetto Laxalt Sardi Caccia Bessa Genoa125
Girondins Bordeaux,NaN,NaN,NaN,NaN,girondins,338557.0,1307.0,2942.0,58050.0,http://www.girondins.com/fr,girondins,https://scontent-vie1-1.cdninstagram.com/vp/cdc09c68db928d3f65b2dbdcb43cd2c3/5B4F18B4/t51.2885-19/s320x320/16229379_1837003366571122_985866483886194688_a.jpg,1508.0,59934.0,171.0,http://www.girondins.com/,#AlwaysGirondins #ligue1 #montpellier #football #franckjurietti #FCGBLOSC #alwaysgirondins #tatoo #girondins #soccer #instapic #bordeaux #happy #fcgb #zinedinezidane #girondinsdebordeaux #goal #fcgblosc #match CONCOURS RideOrDie ToujoursEnCourse N3 Bordeaux Vairelles Bonnissel girondins vendredi13 BPFC Girondins LaTribuneGold Formation Shkal Orange FCGBLOSC SocialRoomFCGB Sabaly MHSCFCGB Costil Instagram ObjectifN2 cheyrou GirondinsTV socialroomFCGB TheQuietForce EAGFCGB Thomas Poyet Tarrieu HB FCGBPSG
Granada CF,NaN,NaN,NaN,NaN,GranadaCdeF,335485.0,80.0,2731.0,30777.0,https://www.granadacf.es/,granadacf,https://scontent-vie1-1.cdninstagram.com/vp/893a9cdeebc1cffefc4b45e8455fab91/5B71763A/t51.2885-19/s320x320/23099048_171289426785563_8862532227792109568_n.jpg,3558.0,44303.0,44.0,http://www.granadacf.es/,#SevillaAtleticoGranada #EternaLuchau202c #NocheEnBlancoGR18 #SevillaAtleticoGranadan#Contigo12n#EternaLuchan#Laliga123n#futbol #EternaLucha #diainternacionaldelbeso💋n#internationalkissingday #GranadaCF #Contigo12 #JuntosVolveremos #Contigo12u202c #87aniversarioGCF #Repost #LaLiga123 #VamosMiGranada #SevillaAtleticoGranadan#Contigo12n#EternaLucha Juntosenlalucha LorcaGranada SevillaAtleticoGranada Lorca GranadaCF GranadaOsasuna GolLaLiga123 EternaLucha NocheEnBlancoGR18 DiaInternacionaldelBeso GCFAlevínA LosCarmenesRojiblancos GranadaNumancia Contigo12 GCFJuvenilA CanteraNazari SevillaAtléticoGranada GranadaB JuntosEnLaLucha VamosMiGranada JuntosVolveremos HuescaGranada 87aniversarioGCF
Hamburger SV,NaN,NaN,NaN,NaN,HSV,722930.0,194.0,535.0,25487.0,https://www.hsv.de/uebersicht/,hsv,https://scontent-vie1-1.cdninstagram.com/vp/3af7937a281ee39741fd81e7f33e52a2/5B503442/t51.2885-19/11351838_1484777245169162_1864601740_a.jpg,3728.0,182494.0,64.0,http://www.hsv.de/,#duell #moinVBL #hsvtsg #allegemeinsam #volkspark #support #startelf #training #focus #goal #bundesliga #freistoß #auswärtsspiel #tsghsv #welcome #allesgeben #work #birthday #siegtor #aboutsaturday #geburtstag #thoelke #nurderHSV #übung #mondaymotivation #allesgute #zweikampf #schnoor #100percent #dranglauben #nextstep #HSVxVBL #hsvs04 #vorbereitung #matchday #tomorrow #verpflichtung #tor #TSGHSV #herzlichwillkommen #zielimblick #hsv #niemalsaufgeben #spieltag #weiterkämpfen #Kopfhoch #neuzugang #team InfoTweet elfdestages work training Hamburg HSVPanthers TSGHSV HSV weiterkämpfen nurderHSV Pringles Allegemeinsam Training HSVS04 Kinderbuchtag focus infotweet VFBHSV matchday VfBHSV HSVnetradio vfbhsv allegemeinsam warmup Allesgeben frühling Volksparkstadion
