team,facebook_name,facebook_likes,facebook_talking_about_count,facebook_url,twitter_name,twitter_followers,twitter_friends,twitter_favs_count,twitter_statuses,twitter_url,instagram_name,instagram_profile_pic_url,instagram_media,instagram_followers,instagram_follows,instagram_url,hashtags
SV Darmstadt 98,NaN,NaN,NaN,NaN,sv98,99455.0,72.0,142.0,21756.0,https://www.sv98.de/,svdarmstadt1898,https://scontent-vie1-1.cdninstagram.com/vp/56e6bf066cc7457fc6f6051b83c676ee/5B4FF4E9/t51.2885-19/s320x320/14733260_1179270835500666_1486293992789245952_a.jpg,2479.0,42110.0,27.0,http://www.sv98.de/,#KSVD98 #Lilien #D98EBS #WeFightTogether #Lilien: KSVD98 bike2work ksvd98 WeFightTogether NLZ FCBBVB D98F95 sv98 D98EBS Lilien Junglilien SV98 wirsindDA lilien mdrza d98
Sampdoria,NaN,NaN,NaN,NaN,sampdoria,325680.0,47.0,1804.0,33548.0,http://www.sampdoria.it/,unionecalciosampdoria,https://scontent-vie1-1.cdninstagram.com/vp/9562b769c621974ecaea93ba7f61c838/5B4FC99E/t51.2885-19/s320x320/19535237_1948286465453531_6756344402580340736_a.jpg,876.0,100788.0,33.0,http://www.sampdoria.it/,#GradinataSud #Zapata #Sampdoria #SampthingDifferent #Flachi #Derby #SampGenoa #Pasqua #HappyEaster #BuonaPasqua #Capezzi #ChinaCup #derby #ChievoSamp #Gaslini #AtalantaSamp #Alvarez U15 Barreto Highlights Bereszynski SassuoloSamp focuson Pavan forzadoria Kownacki Pasqua Academy Praet Bergamo Villa Strinic Ferrero Maspero Torreira Caprari AtalantaSamp Buffon Turchia SampGenoa ForzaSamp Zapata Primavera1TIM Genova ZAPATA VAR SampJuve Efeso BelgiansInItaly Derby Andersen Romei derby LevanteBlucerchiato FiorentinaSamp SampBologna Arbitri JuveSamp SampthingDifferent Sampdoria Quagliarella Giampaolo VintageGoal Romics Juric SerieATIM Balde Alvarez Massa ProFarra AtalantaSampdoria Galia RomaSamp SampCagliari Mikulic UCL Ballardini Berisha Esordienti2006 EuropaLeague U17 Mariani Bogliasco eSports DavisCup Testore Murru AIA Palombo Sala PremiumSport GiudiceSportivo Noah Capezzi Bubba SololaSampdoria U16 Ramírez Lonewolf92 arbitri
Sassuolo Calcio,NaN,NaN,NaN,NaN,SassuoloUS,249790.0,27.0,2284.0,11162.0,http://www.sassuolocalcio.it/,sassuolocalcio,https://scontent-vie1-1.cdninstagram.com/vp/7f5290fcddbe40d7a8c49401cbb11f59/5B6E023C/t51.2885-19/s320x320/15803761_343512549350371_816656373130461184_a.jpg,1715.0,79330.0,48.0,http://www.sassuolochannel.tv/,#Matri #SerieATIM #Politano #ForzaSasol #MilanSassuolo #SassuoloBenevento: #JuniorTIMCup #Berardi #MonteCimone #Sassuolon #Sportradar #JTC #SanSiro #Goldaniga #MilanSassuolonnMILAN: #Lirola #MilanSassuolo: #Repost #Sassuolo #IlCalcioèDiChiLoAma Italia DellOrco HellasSassuolo Under21 MilanSassuolo azzurre RavennaSassuolo CrotoneSassuolo RomaBarca Sensi ReadyToPlay ChievoSassuolo chievosassuolo sfida UnitialCentro ViareggioCUP MILAN Iachini VoltaPower Under15 Calabria SassuoloFiorentina Primavera1TIM QuartaCategoria SassuoloJuve Pegolo JuniorTIMCup MapeiStadium SassuoloBenevento Under17 UdineseSassuolo Primavera SassuoloNapoli Femminile ViareggioCup Nazionale SerieA forzasasol Adjapong CHIEVO Berardi NAPOLI Sassuolo UCL MemorialSassi Giovanili BuonaPasqua Mapei Ragusa ForzaSasol FiorentinaSassuolo Scamacca CoppaItalia BuonCompleanno Grecia AtalantaSassuolo HappyBDay Goldaniga SassuoloChannel FaseElite Pulcini Under19 MonteCimone CagliariSassuolo SassuoloJuventus
Sevilla FC,NaN,NaN,NaN,NaN,SevillaFC,925703.0,333.0,13.0,50552.0,http://www.sevillafc.es/,sevillafc,https://scontent-vie1-1.cdninstagram.com/vp/1e8ef3db6aa5eed3b4bbd087bb8caba6/5B691A3E/t51.2885-19/11248905_919911524713818_1664754665_a.jpg,1160.0,403690.0,69.0,http://www.sevillafc.es/,#FCBSFCu202c #SevillaFCnn#vamosmisevilla #TodosJuntosAOtraFinal #SacaleMásPartidoAlCole #SevillaFCVillarreal #vamosmisevilla #SevillaFC #FCBSFC #UCL #TodosJuntos CeltaSevillaFC SevillaFC SevillaFCVillarreal AllTogetherToAnotherFinal SFC FCBSFC vamosmisevilla SiSePuede VamosMiSevilla TodosJuntos MondayMotivation Creer packmas UCL BayernSFC SiAlguienLoCreeImposibleElSevillaLoHaráPosible NBFootball SFCFCB CopaDelRey FCBayern
Southampton FC,NaN,NaN,NaN,NaN,SouthamptonFC,953139.0,231.0,9827.0,76854.0,https://southamptonfc.com/,southamptonfc,https://scontent-vie1-1.cdninstagram.com/vp/215aa3b4446b202b5161fc2f3a59abbe/5B59F1BB/t51.2885-19/s320x320/24177359_142907736474080_1604627458554855424_n.jpg,4561.0,332944.0,67.0,http://www.southamptonfc.com/,#WatfordFC #saintsfc #SaintsFC #PL #NeverMoreSure #CFC #OnThisDay CFC EFC saintsfc Lionessess WallpaperWednesday WHUFC WatfordFC FFC SaintsFCU18s BHAFC Arsenal FIFAWWC OnThisDay Swans U18PL NeverMoreSure PL2 Lionesses Wales SaintsFCU23s MCFC PL SaintsFC EmiratesFACup
Sporting Gijón,NaN,NaN,NaN,NaN,RealSporting,199789.0,125.0,699.0,32467.0,https://www.realsporting.com/,realsporting,https://scontent-vie1-1.cdninstagram.com/vp/5d6342dd7f645d6da8f869b311b12510/5B69365F/t51.2885-19/s320x320/29715932_138104276901264_389458529070612480_n.jpg,1027.0,45545.0,78.0,http://realsporting.com/,#FundaciónRSGnnAcuerdo #RealValladolidSportingn#BatallaSinCesarn#PuxaSporting #BatallaSinCesarn#PuxaSportingnnFoto: #PuxaSporting #BatallaSinCesar #ElBrazaleteViajero #MareoEsFútbol #RealValladolidSporting #Jugador5EstrellasRSG #DíaInternacionalDelBeso Sportium Sporting Liga123 Gijón laLiga LaLiga gratis futbol
Stade Rennais,NaN,NaN,NaN,NaN,staderennais,317685.0,426.0,3977.0,32332.0,https://www.staderennais.com/,staderennaisfc,https://scontent-vie1-1.cdninstagram.com/vp/caf0f4e4c6cc85388343749365827ec1/5B5C2695/t51.2885-19/s320x320/12918412_251968201815527_2128793630_a.jpg,1103.0,63388.0,80.0,http://www.staderennais.com/,#RougeEtNoir #TapisRouge #StadeRennaisn🗓Dimanche #BZH #PassionRougeEtNoir #foot #Gelin #Rennes #Breizh #Sarr #cameraman #Kids #celtic #SRFC #impatient #StadeRennais #RCK #buteur #RoazhonPark #Ligue1 #SRFCFCM #mascotte StudentsCup WarmUp J32 Koubek SRFCFCM legumes Nice lycéelatouche OuestMedias André agriculture Hantz RoazhonFerme bzh RougeEtNoir agriculteurs U13 SRFC N2 U15R1 J33 Khazri U17R1 Déterminé SocialRoomFC TousEnsemble Gourcuff Lamouchi weekend U19Nat R1 Grenats alaune FRACAN leader TDJ2018 JA Gertmonas UNSS StadeRennais PassionRougeEtNoir ja35 partenariat OGCNSRFC
Stoke City,NaN,NaN,NaN,NaN,stokecity,946813.0,181.0,1091.0,36590.0,NaN,stokecity,https://scontent-vie1-1.cdninstagram.com/vp/626144faa42d2af1f5e8feac08951ce9/5B541E65/t51.2885-19/s320x320/14128760_299525933738001_1639754579_a.jpg,1505.0,305769.0,42.0,http://www.stokecityfc.com/,#Repost #SCFC PL2 FridayFeeling Spurs COYS THFC PL SCFC
Sunderland AFC,NaN,NaN,NaN,NaN,SunderlandAFC,840095.0,1094.0,5317.0,66359.0,NaN,sunderlandafcofficial,https://scontent-vie1-1.cdninstagram.com/vp/ee94d37af7adac20ad95a258e0060ed0/5B6DD8C7/t51.2885-19/s320x320/23101614_2068410640049448_5573681598068424704_n.jpg,3815.0,179300.0,148.0,http://bit.ly/2i2joPQ,#SAFC #HawaytheLads #HawayTheLads HawayTheLads FIFA18 SAFC EFLAwards ThrowbackThursday safc SAFCAcademy GrandNational WorldCup2018
Swansea City,NaN,NaN,NaN,NaN,SwansOfficial,918042.0,316.0,1505.0,43373.0,NaN,swansofficial,https://scontent-vie1-1.cdninstagram.com/vp/2c47f1414c18b7d8787a50b370e58661/5B5E79C9/t51.2885-19/s320x320/24254626_2057530667824316_4019654386178326528_n.jpg,1870.0,224466.0,105.0,http://swanseacity.com/,#JackArmy #Swans #fabianski #swansea #pl #ayew #jackarmy #jordanayew #swaeve #swans #JordanAyewnn#swans #premierleague WBA PL2 TheSwansShow tudovaicorrerbem SWAEVE COYB TheCarlosCollection NationalSiblingsDay TBT ProudPartner RS35 SwansU23s OnThisDay PLCup PLMoment WBASWA Swans
Torino FC,NaN,NaN,NaN,NaN,IagoFalque14,10231.0,185.0,34.0,434.0,https://www.instagram.com/iagofalque14/,torinofc.fanpage,https://scontent-vie1-1.cdninstagram.com/vp/2fb98d94590495bbec3eda1f7d82600d/5B6F29F9/t51.2885-19/s320x320/19955509_136450006939472_495865450475814912_n.jpg,432.0,47208.0,109.0,http://www.torinofc.it/,#Ljajic #Toro #ForzaToro CagliariTorino HalfTime TorinoMilan SUV Ignis TimCupPrimavera halftime SportItalia ChievoVeronaTorino StartingXI SuzukiSport Suzuki Ljajic MilanTorino PrimaveraTimCup FVCG TorinoChannel ChievoTorino LegaSerieA lapresse PorteAperte TorinoInter TorCro TorinoCrotone SFT Mazzarri PrimaveraTIMCup
Tottenham Hotspur,NaN,NaN,NaN,NaN,SpursOfficial,2867863.0,285.0,2351.0,75263.0,http://www.tottenhamhotspur.com/,spursofficial,https://scontent-vie1-1.cdninstagram.com/vp/33452612180049e808e53ecad77fedb9/5B58948C/t51.2885-19/s320x320/24124817_156135311784603_7305384619082252288_n.jpg,3982.0,1992053.0,49.0,http://spurs.to/SpursInUSA2018,#COYS #SpursInUSA #THFC PFAawards PL2 MondayMotivaton FridayFeeling Wrestlemania Hawkspotting FIFA18 COYS SundayMorning SpursInUSA TOTW THFC TheMasters OnThisDay MCFC PL SCFC OneOfOurOwn Sunshine ThursdayThoughts
Toulouse FC,NaN,NaN,NaN,NaN,ToulouseFC,454132.0,3510.0,8602.0,53550.0,http://www.tfc.info/prehome,toulousefc,https://scontent-vie1-1.cdninstagram.com/vp/3d3cad7cdc1d177d68106844218f6acd/5B73450B/t51.2885-19/s320x320/17663468_584242538412705_8982688701016440832_a.jpg,2041.0,48580.0,154.0,http://www.tfc.info/,#PhotoOfTheDay #Football #football #throwback #TFCDFCO #Ligue1 #ByToulouse #PicOfTheDay #SpringBreakTFC #SoccerLife #InstaTFC #Toulouse #Soccer Betclicsuite CampusTFC DFCO Periscope Khalid PItchouns PremiereFois OLTFC Amian SonDuJour Somalia TournéeSOTFC TFCSCO TFCLOSC PurplePower Odyssea FCGBTFC TFCDFCCO SRFCTFC SpringbreakTFC GraineDePitchouns SpringBreakTFC Debève CentreDeFormation SMCTFC NoBetNoGame LaBrèveDeMika Mubele Stadium BetclicSuite TFCDFCO Zanko Diop National3 NP
UD Las Palmas,NaN,NaN,NaN,NaN,UDLP_Oficial,253435.0,152.0,996.0,53212.0,https://www.udlaspalmas.es/,udlaspalmasoficial,https://scontent-vie1-1.cdninstagram.com/vp/7be1266ff69a3f1e65988f443e530c29/5B605A34/t51.2885-19/s150x150/15306001_1810522855903767_7196291298712616960_a.jpg,2033.0,101441.0,33.0,http://www.youtube.com/oficialudlaspalmas,#LasPalmasRealSociedad #Telden今天Michael #VamosUD #AmarillosPorElMundo #LevanteLasPalmas #GranDestino #TeldenMichel #GranCanaria AmarillosPorElMundo Telde GranCanaria DC2️⃣3️⃣ FanZone EspanyolLasPalmas CuotaDelDía GranDestino TerritorioUD VamosUD crónica PíoPío EstadioGranCanaria EstadioGC LasPalmasRealSociedad CaixaProinfancia LasPalmasRealMadrid Matchday UDLasPalmas AG20 UDRADIO LevanteLasPalmas
US Palermo,NaN,NaN,NaN,NaN,palermocalcioit,192732.0,11.0,108.0,21348.0,https://palermocalcio.it/it/,palermocalcioit,https://scontent-vie1-1.cdninstagram.com/vp/3105d4c62ff35bf8fb3d8c5c9b8acf5b/5B5B2267/t51.2885-19/10954757_776128999135316_1904078568_a.jpg,2152.0,66756.0,22.0,http://www.palermocalcio.it/,#TuttiAlBarberannPrezzi #TuttiAlBarberan⏰ #PalCrennSarà #PalCre PalPes PalCre TuttiAlBarbera Rispoli
Udinese Calcio,NaN,NaN,NaN,NaN,Udinese_1896,274372.0,109.0,333.0,37447.0,http://www.udinese.it/,udinesecalcio,https://scontent-vie1-1.cdninstagram.com/vp/517030d82a8542b514a9ecb54df391b8/5B6F0F62/t51.2885-19/s320x320/20687065_831468737027354_8104628537664733184_a.jpg,3399.0,75009.0,67.0,http://www.udinese.it/,#bianconeri #Cagliari #SerieATIM #AleUdinnn📷 #Udinese #bianconeron#Cagliari #matchdayn🆚 #aleudin #NoiConVoi #CagliariUdinese #Bruseschi #bianconero #CagliariUdinese: #AleUdin #forzaudinese bianconero Gerolin Bruseschi DePaul CagliariUdinese Nuytinck DaciaTheAuction Balic AleUdin UdineseLazio Lasanga Udinese Barak Stryger Bizzarri Jankto Lazio Ingelsson Lasagna bianconeri SerieATIM bianconera Cagliari matchday ForzaUdinese Fiorentina AliAdnan MaxiLopez Perica UdineseFiorentina DaciaArena Fofana
Valencia CF,NaN,NaN,NaN,NaN,valenciacf,1115300.0,121.0,182.0,75852.0,http://www.valenciacf.com/,valenciacf,https://scontent-vie1-1.cdninstagram.com/vp/32d7f12f3b8063518cebfa7abcc1fb87/5B698120/t51.2885-19/s320x320/24174917_547033735630366_8282675917294141440_n.jpg,6373.0,421247.0,51.0,http://valenciacf.com/,#Football #VCF #AmuntValencian#Football #SomVCF #AmuntValencia VCFradio JugadorMásSeguro DiaInternacionalDelBeso AmuntValencia CampNou BarçaValencia Másalládelfútbol ValenciaEspanyol JugadorMasSeguro Rodrigo CORblanquinegre ValenciaGetafe Tumejorjugada DíaInternacionalDelPortero ValenciaEibar FanOfTheMatch MestallaVolChampions reAMUNTada CeltaValencia Mestalla
VfL Wolfsburg,NaN,NaN,NaN,NaN,VfL_Wolfsburg,279910.0,174.0,1213.0,25255.0,https://www.vfl-wolfsburg.de/,vfl.wolfsburg,https://scontent-vie1-1.cdninstagram.com/vp/cc0787c8a67a0817a2154bf4f43e7dea/5B56A14D/t51.2885-19/10593459_560936590678215_636523052_a.jpg,2162.0,251835.0,92.0,https://www.vfl-wolfsburg.de/,#wolves #immernurdu #Matchday #jaeckel #allthebest #arnold #goals💪📷 #focus #bundesliga #origi #didavi #mondaymotivation #arbeitfussballleidenschaft #fussballistalles #grün #wobfca #verhaegh #littleaprilshower #vflwolfsburg #Uduokhai #william #welcomeback #gerhardt #fulltime #congratulations #scfwob Casteels Origi Labbadia Dallmann UnterWölfen Menzel Bundesliga VBL Arnold Knoche MondayMotivation ManOfTheMatch GERCZE U19Wölfe Bazoer William Jaeckel Wölfinnen BSCWOB Aufstiegsspiele WOBFCA Uduokhai Grün VfLWolfsburg Wölfi UWCL VfLladies Herthinho Steffen VfLLadies Otto Itter GutKick U17Wölfe SCFWOB Doorsoun Magull SVNGER BLFantasy Didavi Brekalo Blaszczykowski U23Wölfe SKSWOB Camacho immernurdu
Villarreal CF,NaN,NaN,NaN,NaN,VillarrealCF,446248.0,169.0,12134.0,65284.0,https://www.villarrealcf.es/,villarrealcf,https://scontent-vie1-1.cdninstagram.com/vp/3937fa6c4507b0ff2363b483a40104e9/5B60856F/t51.2885-19/s320x320/12144201_522051057943214_477344478_a.jpg,1324.0,126355.0,77.0,http://www.villarrealcf.es/,#VillarrealAthletic #EstadioDeLaCerámica #Endavant #FemeninoB💇u200d♀️ #Villarreal #Barbosa #CanteraGrogueta #SevillaFCVillarreal #VillarrealTV #JugadorConMásEstilo #QueTeTomenElPelo #DiaInternacionalDelPortero #FemeninoB: #DíaInternacionalDelBeso DiaInternacionalDelBeso LuchaContraElCancer EDI VYP EstadioDeLaCerámica vamosmisevilla CanteraGrogueta EndavantSolidaritat VillarrealTV VillarrealAthletic Villarreal JuntsSomMésForts SevillaFC SevillaFCVillarreal VillarrealCelta InfantilA QueTeTomenElPelo CVFNews Crónica VillarrealB VillarrealCF Jugador5EstrellasCVF EndavantEsports eSports LaLigaGenuine CVFVal VillarrealC CVFLive Endavant PLInternationalCup athlive
Watford FC,NaN,NaN,NaN,NaN,WatfordFC,430008.0,994.0,1730.0,37462.0,https://www.watfordfc.com/,watfordfcofficial,https://scontent-vie1-1.cdninstagram.com/vp/ad1a40ef8713c53acaec6d83f4377014/5B5FB8F6/t51.2885-19/s320x320/24253756_525606787802134_3392545764612767744_n.jpg,3012.0,198762.0,66.0,http://bit.ly/2EHpdN2,#htafc #watfordfc HUDWAT 138COMP WorldAutismAwarenessDay htafc WATBUR ThrowbackThursday EqualityInspires watfordfc
Werder Bremen,NaN,NaN,NaN,NaN,werderbremen_en,21902.0,22.0,577.0,15281.0,https://www.werder.de/en/,werderbremen,https://scontent-vie1-1.cdninstagram.com/vp/b446b132868ea1128682ee55c2b29c3d/5B56E89A/t51.2885-19/s320x320/28435506_208327646579988_1131179010059927552_n.jpg,5554.0,158576.0,40.0,http://www.werder.de/,#kohfeldt #Bundesliga #werder #Stylecheck #svw #DuBistEinWerder #topoftherock #junuzovic #dubisteinwerder #training #Repost #Bremen #Quiz #bundesliga #bremen #ootd #Style #eristeinmodelundersiehtgutaus #Werder #Bargfrede #happybirthday #Osterdeich #nordphoto #Pavlenka #Training #Werderweltweit #leipzig #Augustinsson #endlichfrühling #Geburtstag #svwrbl Friedl SGE NationalSiblingsDay Harnik SVWSGE Jacobsen NiemalsAllein Augustinsson Bargfrede werder Kohfeldt Bundesliga H96 Kohfeldt2021 Belfodil Eggestein svwrbl Veljkovic Heimspiel Gondorf Kainz Moisander BremenTweets Bartels Throwback Langkamp h96svw Ailton GetOutChallenge svwsge KohfeldtsKingdom H96SVW Kruse Pavlenka FIFA Bremen Delaney TBT OnThisDay Baumann Drobny Klaus Junuzovic Eilers Werder Bauer
West Bromwich Albion,NaN,NaN,NaN,NaN,WBA,855387.0,940.0,1684.0,39460.0,NaN,wba,https://scontent-vie1-1.cdninstagram.com/vp/abc2f8bf941ae3c31ff6504bf755934a/5B5E76BC/t51.2885-19/s320x320/24127184_141215283200810_2080488295690665984_n.jpg,2428.0,190122.0,131.0,http://www.wba.co.uk/,#Field #Amalfitano #WBA #WBASWA #Gladiator #Fans #Gladiador #PL #PremierLeague #Baggies #Repost #MUNWBA WBA PL2 Foundation COYB BattleoftheBaggies BraggingRights TBT GoalOfTheDay MUNWBA WBABUR GC2018 ThrowbackThursday FoundationDay PL WBASWA OTD HappyEaster GrandNational
West Ham United,NaN,NaN,NaN,NaN,WestHamUtd,1431496.0,240.0,4562.0,82968.0,http://www.whufc.com/,westham,https://scontent-vie1-1.cdninstagram.com/vp/038172580afbb5a1ce622d0e5d14b097/5B58DCA7/t51.2885-19/s320x320/24125033_1996327473964869_5588053318850052096_n.jpg,4159.0,514273.0,54.0,https://youtu.be/9_zVfL9OWDw,#coyi AcademyofFootball Squad Clinical PL2 FridayFeeling Legend COYI GingerPele MrWestHam The12thMan 4ToWin CHEWHU TheMasters Irons Focus IRONS WestHamFamily
Santos,NaN,NaN,NaN,NaN,SantosFC,2721886.0,253.0,2620.0,49516.0,http://www.santosfc.com.br/,santosfc,https://scontent-vie1-1.cdninstagram.com/vp/b7b75252ad8dae29dedff2d9b9901411/5B5B434F/t51.2885-19/s320x320/26268394_1550455688370715_6932188764634611712_n.jpg,6747.0,586845.0,198.0,http://www.santosfc.com.br/,#SANxCEAn•n📷 #Santos106 #SANxCEA #AquiÉSantos SereiasDaVila DÁOGOLPRODODÔ SantosFC106 MeninoDaVila Orgulhoquenemtodospodemter SantosSkate SantosMeuAmor SANxPOR CraqueDoPeixão Santos106Anos SANxCEA VemProPaca SantosDay SantosSempreSantos Santos106
Fenerbahce,NaN,NaN,NaN,NaN,Fenerbahce,6421527.0,67.0,7.0,56257.0,http://www.fenerbahce.org/,fenerbahce,https://scontent-vie1-1.cdninstagram.com/vp/dbb65f481389af3b7db94a0303d506cf/5B5D1640/t51.2885-19/s320x320/14262889_179882679113422_1228623285_n.jpg,13857.0,3033012.0,87.0,http://www.fenerbahce.org/,#Fenerbahçe #SarıMelekler #FBSK FBSK PotanınKraliçeleri NeverEnough Fenerbahçe Fenerbahce SarıMelekler
Galatasaray,NaN,NaN,NaN,NaN,GalatasaraySK,8352220.0,70.0,24.0,65275.0,http://www.galatasaray.org/anasayfa,galatasaray,https://scontent-vie1-1.cdninstagram.com/vp/0979b366f0096404c33d88b41a477656/5B6197D0/t51.2885-19/s320x320/14128697_938657752911037_1109896840_n.jpg,12218.0,4446492.0,61.0,http://galatasaray.org/,#Galatasaray #GSLukoilCard #GSvBŞK #MaçBensizOlmaz #BugünGünlerdenGALATASARAY #GSvBSKn📺 #Hedef21 #LukoilTürkiye Ankara GSvTS WeAreTheBest Mission21 SarayınSultanları CIMBOM WEAREGALATASARAY GBvGS Galatasaray tbt CLVolleyW FBvGS GALATASARAY InternationalDayOfHappiness cimbom WomensDay WeAreGalatasaray MarchOnLions Hedef21 CimBom
AL Ahly SC,NaN,NaN,NaN,NaN,AlAhly,3114873.0,56.0,675.0,20138.0,NaN,alahlyegypt,https://scontent-vie1-1.cdninstagram.com/vp/b89687d8d29653d8298dfdaa7110cc13/5B630567/t51.2885-19/s320x320/28428726_148582455837909_4526827459047325696_n.jpg,1938.0,3105548.0,55.0,http://alahlyegypt.com/,#new #GOTM #ahly #africa #egypt #player #football #kit #alahlysc #عمرو_السولية #cairo #مؤمن_زكريا #black #أيمن_أشرف #YallaYaAhly #حسام_غالي #selfie الداخلية CHAMPI4ONS هداف_المدافعين NextMatch training alahlysc egypt RoadToFourth Hossam_Ghaly TotalCAFCL GOTM وليد_أزارو٢ الأهلي عمرو_السولية NEXTMATCH محمود_الخطيب دوري_ابطال_افريقيا إنبي أيمن_أشرف طنطا جونيور_اجايي المارد_الأحمر معلومة_من_التتش RoadToNinth players محمد_هاني الأهلى_زي_النهاردة ميدو_جابر الأهلي_ينطلق YallaYaAhly cairo WelcomeBackGilberto الخطيب football مؤمن_زكريا حسام_البدري MATCHDAY الفجيرة مروان_محسن مونانا إسلام_محارب وليد_سليمان سموحة Champions
Besiktas,NaN,NaN,NaN,NaN,Besiktas,3745340.0,46.0,3.0,42624.0,http://www.bjk.com.tr/tr,besiktas,https://scontent-vie1-1.cdninstagram.com/vp/b1c84d24d504bdeab6d56a2d850c2ea1/5B5F6241/t51.2885-19/s320x320/23421635_1355016614620383_2372662405302845440_n.jpg,12288.0,2045872.0,57.0,http://bit.ly/2G526J4,#BeşiktaşSompoJapan #Beşiktaş PotanınKartalları BeşiktaşınMaçıVar BirliktePaylaşalım BeşiktaşSompoJapan VodafonePark2Yaşında SüleymanSeba MaçBensizOlmaz BeşiktaşMogaz ShareTogether Beşiktaş BeşiktaşDergisi ZafereKanatlan
New York Red Bulls,NaN,NaN,NaN,NaN,NewYorkRedBulls,203842.0,1989.0,9815.0,48854.0,https://www.newyorkredbulls.com/,newyorkredbulls,https://scontent-vie1-1.cdninstagram.com/vp/ceceea57a0807cff95297164d68f5aab/5B5D5BE0/t51.2885-19/s320x320/26156926_367981733669463_912309538240069632_n.jpg,6323.0,119966.0,318.0,http://bit.ly/2FNrTsW,#REDTogether #NYisRED #RBNY #RBNYvMTL semiFinalLeg2 NationalSiblingsDay AllIn RBNY godbless allin RICvNY EarthDay2018 IMFC SSCL2018 NowWeRise CCLFever red NYRBII eMLSCup Nyisred AutismAwareness RBNYvCVG REDTogether SCCL2018 RBNYvMTL rbny RedTogether eMLS
Los Angeles Galaxy,NaN,NaN,NaN,NaN,LAGalaxy,461854.0,1996.0,1758.0,85235.0,https://www.lagalaxy.com/,lagalaxy,https://scontent-vie1-1.cdninstagram.com/vp/19b3a54b3d7fd11e80d06117673bfd5b/5B71FCE2/t51.2885-19/s320x320/26333746_1629841413761757_4412195138399371264_n.jpg,8076.0,666443.0,949.0,http://lagalaxy.com/since96,#Since96 #LAGalaxy #CHIvLA LakeShow acb121 LAGalaxy LAvPHX GoKingsGo LAKingsNight ATTGotW shutout Since96 angelcitybrigade FUT eLAGalaxy LAGalaxyCup zLAtan roadwin CHIvLA OCvLA LAxPHX cf97 eMLSCup LAGalaxyAcademy FIFA18 GOKINGSGO MikeLA lagalaxy LAGalaxyFoundation LosDos LAvSKC eMLS StanleyCup
Boca Juniors,NaN,NaN,NaN,NaN,BocaJrsOficial,3295116.0,178.0,300.0,76531.0,http://www.bocajuniors.com.ar/,bocajrsoficial,https://scontent-vie1-1.cdninstagram.com/vp/21196dd08d4ce001dabfbd49fc833fcd/5B695B03/t51.2885-19/s320x320/23498333_304661333351888_7629791131106017280_n.jpg,4809.0,2220870.0,60.0,http://www.bocajuniors.com.ar/,#Básquet #Palmeiras #Juveniles #Boca #CopaLibertadores #Tevez #VamosBoca #DiaInternacionalDelBeso #SUPERLIGA CopaLibertadores Octava Quinta DiaInternacionalDelBeso Basquet Copa VamsoBoca Cuarta Sexta Juveniles VoleyFemenino Básquet VamosLasPibas BocaSolidario Novena Séptima Cultura Reserva LigaDelPotrero Concentrados VamosBoca BOCA Guillermo Boca LaLiga VóleyFemenino Newell ParteMédico
River Plate,NaN,NaN,NaN,NaN,CARPoficial,2829960.0,76.0,163.0,65787.0,NaN,carpoficial,https://scontent-vie1-1.cdninstagram.com/vp/74c5396da4ad7940e174afd7bdd248a4/5B6FE966/t51.2885-19/s320x320/19052049_471829823151934_8210662063203155968_a.jpg,3302.0,1730074.0,53.0,http://www.cariverplate.com.ar/,#RiverPlate #VamosRiver #CARP #WixyElMásGrande #AmorPorRiver #DaleRiver GolesSonAmores FútbolParaCiegos Palacios DeportesAdaptados RiverCamp River ConmebolLibertadores VamosRiver Juveniles Básquet CumpleCasco RiverEsDeporte Armani FiguraRiver Hockey Estadísticas DíaInternacionalDelBeso Reserva RivalesNoEnemigos RIVER CumpleAlonso CumpleZucu Superclásico RiverSolidario Efemérides GolesPorLaPaz Vóley Entrenamiento GimasiaRítmica Malvinas
